name,city,province,certification_date,certifier
GI Group S.p.A.,Vicenza,VI,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Villafranca di Verona,VR,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Rovigo,RO,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Schio,VI,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Montecchio Maggiore,VI,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Montebelluna,TV,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Nogara,VR,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Monselice,PD,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Conegliano,TV,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Camposampiero,PD,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Padova,PD,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,Oderzo,TV,09-07-2024,CERTIQUALITY S.r.l.
GI Group S.p.A.,San Donà di Piave,VE,09-07-2024,CERTIQUALITY S.r.l.
GIOCOLARE - SOCIETA' COOPERATIVA SOCIALE,VALDAGNO,VI,15-01-2024,RINA Services S.p.A.
Giocolare Società Cooperativa Sociale,VALDAGNO,VI,15-01-2024,CSQA Certificazioni S.r.l.
Giorgio Armani Operations S.p.A.,Fossò,VE,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani Operations S.p.A.,Trissino,VI,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani Operations S.p.A.,Carrè,VI,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani Retail S.r.l.,Venezia,VE,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani Retail S.r.l.,Trissino,VI,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani Retail S.r.l.,Noventa Di Piave,VE,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani S.p.A.,Nogarole Rocca,VR,28-07-2025,DASA RÄGISTER S.p.A.
Giorgio Armani S.p.A.,Trissino,VI,28-07-2025,DASA RÄGISTER S.p.A.
GIRARDI GROUP - S.r.l.,Caerano di San Marco,TV,12-11-2024,SGS ICS ITALIA S.R.L.
"GIUGLIANO COSTRUZIONI METALLICHE SOCIETA' A RESPONSABILITA' LIMITATA CON SIGLA ""GIUGLIANO COSTRUZIONI METALLICHE S.R.L.""",VERONA,VR,23-10-2024,ERGO Società di Certificazione e Validazione S.r.l.
GIVANI S.r.l.,Sona,VR,19-12-2025,CERTITALIA S.r.l.
GIVAS S.r.l.,Padova,PD,22-12-2025,TUV AUSTRIA ITALIA S.p.A.
GIVAS S.r.l.,Saonara,PD,22-12-2025,TUV AUSTRIA ITALIA S.p.A.
GLOBAL DISPLAY SOLUTIONS S.p.A.,Cornedo Vicentino,VI,09-10-2023,DNV Business Assurance Italy S.r.l.
GLOBAL DISPLAY SOLUTIONS S.p.A.,Motta di Livenza,TV,09-10-2023,DNV Business Assurance Italy S.r.l.
GOLDBET BETTER ORGANIZATION ITALY S.P.A,Venezia,VE,08-08-2024,CERTIFICA S.r.l.
G. Paoli Elettroimpianti S.r.l.,Valdagno,VI,07-07-2025,"Perry Johnson Registrars, Inc."
GPG S.R.L.,San Giovanni Lupatoto,VR,30-10-2023,SMC Società Mediterranea Certificazioni S.p.A.
GPI S.p.A.,Padova,PD,08-11-2024,DNV Business Assurance Italy S.r.l.
GPI S.p.A.,Verona,VR,08-11-2024,DNV Business Assurance Italy S.r.l.
GPI S.p.A.,Vicenza,VI,08-11-2024,DNV Business Assurance Italy S.r.l.
GPI S.p.A.,Venezia,VE,08-11-2024,DNV Business Assurance Italy S.r.l.
G&P NET SOCIETA’ PER AZIONI,NOVENTA DI PIAVE,VE,18-12-2023,RINA Services S.p.A.
Grafiche Antiga S.p.A.,Crocetta del Montello,TV,19-12-2024,DASA RÄGISTER S.p.A.
Grafiche Antiga S.p.A.,Cornuda,TV,19-12-2024,DASA RÄGISTER S.p.A.
GRAFICHE SEVEN S.P.A.,VERONA,VR,30-05-2025,ICIM S.p.A.
Granarolo S.p.A.,Verona,VR,13-11-2024,DASA RÄGISTER S.p.A.
Granarolo S.p.A.,Padova,PD,13-11-2024,DASA RÄGISTER S.p.A.
GRASSI PIETRE S.r.l.,Nanto,VI,23-12-2025,CERTITALIA S.r.l.
GRASSI PIETRE S.r.l.,Val Liona,VI,23-12-2025,CERTITALIA S.r.l.
GRASSI PIETRE S.r.l.,Zovencedo,VI,23-12-2025,CERTITALIA S.r.l.
GRIPLAN S.R.L.,CASTELNUOVO DEL GARDA,VR,04-04-2025,QUALITY ITALIA S.r.l.
GR-TECH SRL,MONTEBELLUNA,TV,23-12-2025,Bureau Veritas Italia S.p.A.
GRUBER LOGISTICS SPA,PADOVA,PD,25-06-2025,IMQ S.p.A.
GRUBER LOGISTICS SPA,SOMMACAMPAGNA,VR,25-06-2025,IMQ S.p.A.
GRUBER LOGISTICS SPA,VERONA,VR,25-06-2025,IMQ S.p.A.
GRUPPO ADIGE BITUMI S.p.A.,Pozzoleone,VI,11-12-2023,KIWA CERMET Italia S.p.A.
GRUPPO ADIGE BITUMI S.p.A.,Villafranca di Verona,VR,11-12-2023,KIWA CERMET Italia S.p.A.
GRUPPO ADIGE BITUMI S.p.A.,Sarcedo,VI,11-12-2023,KIWA CERMET Italia S.p.A.
GRUPPO BERTOLASO S.p.A.,Zimella,VR,31-01-2025,SGS ICS ITALIA S.R.L.
GRUPPO CALZEDONIA,VILLAFRANCA DI VERONA,VR,08-03-2024,RINA Services S.p.A.
GRUPPOFALLANI S.r.l.,MARCON,VE,09-12-2024,APAVE CERTIFICATION ITALIA S.r.l.
GRUPPO FINCANTIERI,CORDIGNANO,TV,27-11-2023,RINA Services S.p.A.
GRUPPO FINCANTIERI,MARGHERA,VE,27-11-2023,RINA Services S.p.A.
GRUPPO FINCANTIERI,NOVENTA PADOVANA,PD,27-11-2023,RINA Services S.p.A.
GRUPPO FINCANTIERI,VALEGGIO SUL MINCIO,VR,27-11-2023,RINA Services S.p.A.
GRUPPO FINCANTIERI,VILLORBA,TV,27-11-2023,RINA Services S.p.A.
Gruppo Gheron S.r.l.,San Martino di Lupari,PD,25-10-2023,SI CERT ITALY S.r.l.
Gruppo Gheron S.r.l.,Maserà di Padova,PD,25-10-2023,SI CERT ITALY S.r.l.
Gruppo Gheron S.r.l.,Pianiga,VE,25-10-2023,SI CERT ITALY S.r.l.
Gruppo Gheron S.r.l.,Vigonza,PD,25-10-2023,SI CERT ITALY S.r.l.
Gruppo Gheron S.r.l.,Campodarsego,PD,25-10-2023,SI CERT ITALY S.r.l.
Gruppo Gheron S.r.l.,Frassinelle Polesine,RO,25-10-2023,SI CERT ITALY S.r.l.
GRUPPO ILLIRIA S.p.A.,Selvazzano Dentro,PD,18-11-2024,QUASER CERTIFICAZIONI S.r.l.
GRUPPO ILLIRIA S.p.A.,Susegana,TV,18-11-2024,QUASER CERTIFICAZIONI S.r.l.
GRUPPO ILLIRIA S.p.A.,San Martino Buon Albergo,VR,18-11-2024,QUASER CERTIFICAZIONI S.r.l.
GRUPPO INDUSTRIALE TEGOLAIA SRL,CASIER,TV,10-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
Gruppo la Piadineria S.p.A.,PADOVA,PD,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,CONEGLIANO,TV,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SAN BIAGIO DI CALLALTA,TV,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,TORRI DI QUARTESOLO,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,MARCON,VE,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,NICOLO',PD,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,VERONA,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,TREVISO,TV,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,PESCHIERA DEL GARDA,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,NOVENTA DI PIAVE,VE,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,VENEZIA,VE,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SAN DONA' DI PIAVE,VE,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,ROVIGO,RO,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,RUBANO,PD,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SCHIO,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,MONTECCHIO MAGGIORE,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,VICENZA,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,JESOLO,VE,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,BUSSOLENGO,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SAN GIOVANNI LUPATOTO,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,ALBIGNASEGO,PD,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,CASTELNUOVO DEL GARDA,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,BASSANO DEL GRAPPA,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,LEGNAGO,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SONA,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,AFFI,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SAN BONIFACIO,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,CREAZZO,VI,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,CITTADELLA,PD,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,SAN MARTINO BUON ALBERGO,VR,23-12-2025,RINA Services S.p.A.
Gruppo la Piadineria S.p.A.,THIENE,VI,23-12-2025,RINA Services S.p.A.
GRUPPO METINVEST,OPPEANO,VR,30-12-2025,RINA Services S.p.A.
GRUPPO R SOCIETÀ COOPERATIVA SOCIALE,PADOVA,PD,14-03-2025,RINA Services S.p.A.
GRUPPO SAN MICHELE SRL,SAN MICHELE AL TAGLIAMENTO,VE,06-09-2024,SMC Società Mediterranea Certificazioni S.p.A.
Gruppo Selini S.p.a.,Venezia,VE,31-10-2025,TÜV Rheinland Italia S.r.l.
GRUPPO S.I.A.S.S. S.R.L.,PADOVA,PD,05-08-2025,SMC Società Mediterranea Certificazioni S.p.A.
GRUPPO SIRTI,BORGO VALBELLUNA,BL,03-02-2023,RINA Services S.p.A.
GRUPPO SIRTI,MARENO DI PIAVE,TV,03-02-2023,RINA Services S.p.A.
GRUPPO SIRTI,SAN BONIFACIO,VR,03-02-2023,RINA Services S.p.A.
GSA - Gestione Servizi Ambientali S.r.l.,Barbarano Mossano,VI,11-05-2023,SI CERT ITALY S.r.l.
GS INDUSTRY SPA,Galliera Veneta,PD,11-12-2023,DIMITTO Italia S.r.l. Società Benefit
GUALA CLOSURES S.P.A,Breganze,VI,12-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
GUERRATO S.P.A.,ROVIGO,RO,15-02-2024,Bureau Veritas Certification Holding SAS Italy Branch
G&V INGEGNERI ASSOCIATI S.R.L.,Venezia Fraz. Mestre,VE,31-10-2025,ACSQ S.r.l.
GXO LOGISTICS ITALY S.P.A,SPINEA,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
GXO LOGISTICS ITALY S.P.A,VALDAGNO,VI,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
GXO LOGISTICS ITALY S.P.A,ALTAVILLA VICENTINA,VI,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
GXO LOGISTICS ITALY S.P.A,PADOVA,PD,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
GXO LOGISTICS ITALY S.P.A,VENEZIA,VE,22-04-2024,Bureau Veritas Certification Holding SAS Italy Branch
HCLOG SRL,LOVADINA,TV,15-08-2024,IMQ S.p.A.
HCLOG SRL,VERONA,VR,15-08-2024,IMQ S.p.A.
HDI ASSICURAZIONI S.P.A.,VERONA,VR,05-03-2024,Bureau Veritas Certification Holding SAS Italy Branch
HEADS GROUP S.R.L.,Treviso,TV,03-01-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
HEADS GROUP S.R.L.,Codevigo,PD,03-01-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
H-ENERGY1 S.r.l.,LIMENA,PD,20-12-2024,QS CERTIFICAZIONI ITALIA S.r.l.
HENOTO SPA,Padova,PD,21-12-2024,UNITER S.r.l.
HENOTO SPA,Piove di Sacco,PD,21-12-2024,UNITER S.r.l.
HENOTO SPA,Arzergrande,PD,21-12-2024,UNITER S.r.l.
HERMES SRL,CAVAION VERONESE,VR,26-06-2025,APAVE CERTIFICATION ITALIA S.r.l.
HEWLETT PACKARD ITALIANA S.r.l.,Bolzano Vicentino,VI,29-11-2023,SGS ICS ITALIA S.R.L.
HEWLETT PACKARD ITALIANA S.r.l.,TORINO,VI,29-11-2023,SGS ICS ITALIA S.R.L.
HEXA GREEN S.r.l.,Noale,VE,04-07-2024,CERTITALIA S.r.l.
HILTI ITALIA S.P.A.,Venezia,VE,10-11-2024,SQS Italia S.r.l.
HILTI ITALIA S.P.A.,Padova,PD,10-11-2024,SQS Italia S.r.l.
HILTI ITALIA S.P.A.,Verona,VR,10-11-2024,SQS Italia S.r.l.
HILTI ITALIA S.P.A.,Villorba,TV,10-11-2024,SQS Italia S.r.l.
HILTI ITALIA S.P.A.,Romano d'Ezzelino,VI,10-11-2024,SQS Italia S.r.l.
HILTI ITALIA S.P.A.,San Vendemiano,TV,10-11-2024,SQS Italia S.r.l.
HIREF S.P.A.,Tribano,PD,08-10-2025,ITEC - Istituto Tecnologico Europeo di Certificazione S.r.l.
Hitachi Energy Italy S.p.a.,Monselice,PD,10-07-2025,TÜV Rheinland Italia S.r.l.
HITACHI RAIL STS S.P.A.,VERONA,VE,09-07-2025,RINA Services S.p.A.
HOFFMANN ITALIA S.P.A.,VIGONZA,PD,17-11-2025,Bureau Veritas Certification Holding SAS Italy Branch
HOLDING MODA SRL,LENDINARA,RO,23-04-2025,Bureau Veritas Certification Holding SAS Italy Branch
HOLDING MODA SRL,MALO,VI,23-04-2025,Bureau Veritas Certification Holding SAS Italy Branch
HOLDING MODA SRL,VICENZA,VI,23-04-2025,Bureau Veritas Certification Holding SAS Italy Branch
HOMES S.p.A.,PIEVE DI SOLIGO,TV,30-04-2024,SGS ICS ITALIA S.R.L.
HOWAY SRL,VERONA,VR,12-11-2025,RINA Services S.p.A.
HUBERGROUP ITALIA S.P.A.,BOLZANO VICENTINO,VI,02-12-2024,TÜV Italia S.r.l.
HUNTERS GROUP SRL,Padova,PD,31-01-2023,UNITER S.r.l.
I40SAAS S.r.l.,Padova,PD,21-10-2025,KIWA CERMET Italia S.p.A.
IA2 .S.r.l.,Villanova di Camposanpiero,PD,18-09-2024,SI CERT ITALY S.r.l.
IAD S.r.l.,Sona,VR,14-07-2025,SQS Italia S.r.l.
IALC SERRAMENTI S.R.L.,ROMANO D'EZZELINO,VI,18-12-2024,RINA Services S.p.A.
IALC SERRAMENTI S.R.L.,MUSSOLENTE,VI,18-12-2024,RINA Services S.p.A.
IALC SERRAMENTI S.R.L.,CONEGLIANO,TV,18-12-2024,RINA Services S.p.A.
IAMET SRL,ALBIGNASEGO,PD,18-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
IAMET SRL,VALDAGNO,VI,18-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
IBL ISTITUTO BANCARIO DEL LAVORO S.p.A.,Mestre,VE,18-12-2024,CERTITALIA S.r.l.
IBL ISTITUTO BANCARIO DEL LAVORO S.p.A.,Verona,VR,18-12-2024,CERTITALIA S.r.l.
IBM ITALIA S.P.A,PADOVA,PD,05-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
IBS PROGETTI S.r.l.,Venezia,VE,05-03-2026,TUV Thuringen Italia S.r.l.
ICA CONSORZIO ARTIGIANI ASSOCIATI,Isola Vicentina,VI,28-07-2025,TUV Thuringen Italia S.r.l.
ICAP LEATHER CHEM S.p.A.,ARZIGNANO,VI,18-02-2026,KIWA CERMET Italia S.p.A.
ICA SYSTEM S.R.L,Paese,TV,27-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
ICA SYSTEM S.R.L,PAESE,TV,27-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
ICM S.p.A.,Vicenza,VI,23-10-2024,QUASER CERTIFICAZIONI S.r.l.
ICONIA INGEGNERIA CIVILE S.R.L.,PADOVA,PD,30-06-2025,RINA Services S.p.A.
IC OUTSOURCING S.C.R.L.,Padova,PD,19-12-2022,UNITER S.r.l.
ICRI SRL,VENEZIA,VE,28-12-2023,RINA Services S.p.A.
ICTS Italia S.r.l.,Venezia,VE,22-02-2024,DASA RÄGISTER S.p.A.
ICTS Italia S.r.l.,Sommacampagna,VR,22-02-2024,DASA RÄGISTER S.p.A.
IDEA SOCIETA’ COOPERATIVA SOCIALE,Treviso,TV,29-07-2024,UNITER S.r.l.
IDEA S.r.l.,Campagna Lupia,VE,13-03-2024,DNV Business Assurance Italy S.r.l.
IDEA TELECONTROLLO S.R.L.,Rubano,PD,05-07-2024,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
IDROESSE ENGINEERING S.r.l.,Padova,PD,29-07-2024,DNV Business Assurance Italy S.r.l.
Ieme S.r.l.,Solesino,PD,27-01-2026,SI CERT ITALY S.r.l.
IFIS NPL INVESTING S.P.A.,VENEZIA,VE,05-12-2023,CERTIQUALITY S.r.l.
IFIS NPL SERVICES S.R.L.,VENEZIA,VE,05-12-2023,CERTIQUALITY S.r.l.
I.F.O.A. ISTITUTO FORMAZIONE OPERATORI AZIENDALI,PADOVA,PD,20-12-2024,IMQ S.p.A.
I.G.A.F. S.N.C. DI DAL MOLIN ULISSE E DAL MOLIN GIOVANNI,TREGNAGO,VR,15-09-2025,APAVE CERTIFICATION ITALIA S.r.l.
Igeam Consulting S.r.l.,Vicenza,VI,01-12-2023,DEKRA Testing and Certification S.r.l.
I.GE.S.A. S.R.L.,PADOVA,PD,18-12-2023,CSQA Certificazioni S.r.l.
IGPDecaux S.p.A.,Padova,PD,11-12-2025,DASA RÄGISTER S.p.A.
IGSA S.R.L.,Barbarano Mossano,VI,12-05-2023,SI CERT ITALY S.r.l.
“Il Cedro”,CALDOGNO,VI,28-05-2024,CSQA Certificazioni S.r.l.
IL CERCHIO SOCIETA' COOPERATIVA SOCIALE - ONLUS,VENEZIA,VE,18-01-2024,RINA Services S.p.A.
IL GIRASOLE SOCIETA' COOPERATIVA SOCIALE,Paese,TV,24-06-2025,SGS ICS ITALIA S.R.L.
IL GIRASOLE SOCIETA' COOPERATIVA SOCIALE,TREVISO,TV,24-06-2025,SGS ICS ITALIA S.R.L.
IL GIRASOLE SOCIETA' COOPERATIVA SOCIALE,San Biagio di Callalta,TV,24-06-2025,SGS ICS ITALIA S.R.L.
IL GIRASOLE SOCIETA' COOPERATIVA SOCIALE,Spresiano,TV,24-06-2025,SGS ICS ITALIA S.R.L.
IL GIRASOLE SOCIETA' COOPERATIVA SOCIALE,Montebelluna,TV,24-06-2025,SGS ICS ITALIA S.R.L.
IL GRATICOLATO SOCIETA' COOPERATIVA SOCIALE,PIAZZOLA SUL BRENTA,PD,22-07-2025,ICDQ S.r.l.
IL GRATICOLATO SOCIETA' COOPERATIVA SOCIALE,SAN GIORGIO DELLE PERTICHE,PD,22-07-2025,ICDQ S.r.l.
IL GRATICOLATO SOCIETA' COOPERATIVA SOCIALE,CURTAROLO,PD,22-07-2025,ICDQ S.r.l.
IL GRATICOLATO SOCIETA' COOPERATIVA SOCIALE,CAMPOSAMPIERO,PD,22-07-2025,ICDQ S.r.l.
IL GRILLO SOCIETA' COOPERATIVA SOCIALE,ZELARINO,VE,16-01-2025,ICIM S.p.A.
IL GRILLO SOCIETA' COOPERATIVA SOCIALE,RESCHIGLIANO DI CAMPODARSEGO,PD,16-01-2025,ICIM S.p.A.
IL GRILLO SOCIETA' COOPERATIVA SOCIALE,PREGANZIOL,TV,16-01-2025,ICIM S.p.A.
IL GRILLO SOCIETA' COOPERATIVA SOCIALE,ROVIGO,RO,16-01-2025,ICIM S.p.A.
Il gruppo società cooperativa sociale ETS,Favaro Veneto,VE,11-06-2025,TUV AUSTRIA ITALIA S.p.A.
ILIRIA S.R.L.,NOVENTA DI PIAVE,VE,29-01-2024,ICDQ S.r.l.
Illycaffè S.p.A.,Venezia,VE,11-12-2023,DNV Business Assurance Italy S.r.l.
IL PONTE SOC COOP SOCIALE ONLUS,VERONA,VR,14-07-2025,Bureau Veritas Italia S.p.A.
IL PONTE SOC COOP SOCIALE ONLUS,GARDA,VR,14-07-2025,Bureau Veritas Italia S.p.A.
Il Regno Incantato Società Cooperativa Sociale,VICENZA,VI,10-12-2025,CSQA Certificazioni S.r.l.
Il Regno Incantato Società Cooperativa Sociale,MONTICELLO CONTE OTTO,VI,10-12-2025,CSQA Certificazioni S.r.l.
IL SOLE 24 ORE S.P.A.,VENEZIA,VE,22-09-2025,RINA Services S.p.A.
IL SOLE 24 ORE S.P.A.,PADOVA,PD,22-09-2025,RINA Services S.p.A.
IM.A.F. S.R.L.,Silea,TV,06-02-2024,DIMITTO Italia S.r.l. Società Benefit
IMPIANTI ELETTRICI TELEFONICI S.I.M.E.T. S.R.L.,ALBIGNASEGO,PD,04-03-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
IMPIANTI ELETTRICI TELEFONICI S.I.M.E.T. S.R.L.,BARBARANO MOSSANO,VI,04-03-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
IMPREDIL S.R.L.,Vigonza,PD,07-10-2024,QUASER CERTIFICAZIONI S.r.l.
IMPRENDO S.r.l.,Torri Di Quartesolo,VI,24-05-2024,CERTITALIA S.r.l.
IMPRENET CONSORZIO STABILE – SOCIETA’ CONSORTILE A RESPONSABILITA’ LIMITATA,Ponte San Nicolò,PD,09-04-2024,DIMITTO Italia S.r.l. Società Benefit
IMPRESA COLETTO S.R.L.,SAN BIAGIO DI CALLALTA,TV,28-10-2024,ACM Cert S.r.l.
Impresa Costruzioni Dal Magro S.p.A.,Povegliano,TV,02-03-2026,QUASER CERTIFICAZIONI S.r.l.
Impresa Costruzioni Dal Magro S.p.A.,Belluno,BL,02-03-2026,QUASER CERTIFICAZIONI S.r.l.
IMPRESA COSTRUZIONI GALLO - ROAD S.r.l.,Cortina D'Ampezzo,BL,30-07-2024,QUASER CERTIFICAZIONI S.r.l.
IMPRESA COSTRUZIONI GALLO - ROAD S.r.l.,Cittadella,PD,30-07-2024,QUASER CERTIFICAZIONI S.r.l.
IMPRESA COSTRUZIONI GALLO - ROAD S.r.l.,Padova,PD,30-07-2024,QUASER CERTIFICAZIONI S.r.l.
IMPRESA COSTRUZIONI ING. ENRICO PASQUALUCCI S.r.l.,Venezia,VE,28-03-2024,TÜV NORD ITALIA S.r.l.
IMPRESA COSTRUZIONI MANZATO S.P.A.,Ceggia,VE,01-03-2024,SMC Società Mediterranea Certificazioni S.p.A.
IMPRESA EDILE ABBADESSE S.R.L.,CAMISANO VICENTINO,VI,14-01-2025,RINA Services S.p.A.
IMPRESA FACCHETTI ADOLFO E FIGLI - I.F.A.F. S.P.A.,Noventa di Piave,VE,19-09-2025,DIMITTO Italia S.r.l. Società Benefit
IMPRESA MANTOVANI S.R.L.,Verona,VR,02-03-2026,DI.QU. S.r.l.
Impresa Olivotto S.r.l.,Rivalgo,BL,11-06-2025,ECO European Certifying Organization S.p.A.
IMPRESA PELLEGRINI S.r.l.,Angiari,VE,20-09-2023,TÜV NORD ITALIA S.r.l.
IMPRESA SILVIO PIEROBON S.R.L.,BELLUNO,BL,29-02-2024,ACM Cert S.r.l.
IMPRESA ZAMPIERI SRL,Grezzana,VR,16-07-2024,DIMITTO Italia S.r.l. Società Benefit
IMPRESA ZAMPIERI SRL,Erbezzo,VR,16-07-2024,DIMITTO Italia S.r.l. Società Benefit
INCIDE ENGINEERING S.r.l.,PADOVA,PD,05-06-2024,TÜV Italia S.r.l.
INDUSTRIAL CARS AUTOMOBILI S.r.l.,Villorba,TV,23-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS AUTOMOBILI S.r.l.,Thiene,VI,23-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS AUTOMOBILI S.r.l.,Padova,PD,23-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS AUTOMOBILI S.r.l.,Cerea,VR,23-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Thiene,VI,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Albignasego,PD,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,PEDEROBBA,TV,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Brendola,VI,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Vicenza,VI,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Castelfranco Veneto,TV,20-12-2024,DNV Business Assurance Italy S.r.l.
INDUSTRIAL CARS S.p.A.,Villorba,TV,20-12-2024,DNV Business Assurance Italy S.r.l.
InfoCamere ScpA,PADOVA,PD,26-05-2023,CSQA Certificazioni S.r.l.
InfoCamere ScpA,PADOVA,PD,18-03-2024,CSQA Certificazioni S.r.l.
Infonet Solutions S.r.l.,Curtarolo,PD,30-04-2025,SI CERT ITALY S.r.l.
INFRASTRUTTURE WIRELESS ITALIANE SPA,VENEZIA,VE,27-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
ING.AM. S.r.l.,Bagnoli di Sopra,PD,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Oderzo,TV,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Godega di Sant’Urbano,TV,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Monselice,PD,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Vittorio Veneto,TV,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Mirano,VE,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Castelfranco Veneto,TV,12-02-2024,SI CERT ITALY S.r.l.
ING.AM. S.r.l.,Ospedaletto Euganeo,PD,12-02-2024,SI CERT ITALY S.r.l.
INGEGNERIA 2P & ASSOCIATI S.R.L.,San Donà di Piave,VE,24-07-2025,ACSQ S.r.l.
IN.HR Agenzia per il Lavoro S.p.A.,Verona,VR,04-10-2024,SI CERT ITALY S.r.l.
INM AND PARTNER S.R.L.,SAN DONA' DI PIAVE,VE,29-04-2024,ACM Cert S.r.l.
INNOTEC - Tecnologie Innovative S.r.l.,VERONA,VR,31-01-2025,SGS ICS ITALIA S.R.L.
